window_id,valid,validation_errors,speaker_match,event_count_precision,event_count_recall,event_count_f1,event_count_mae,event_attribution_accuracy
childes_normarjo_target_0098_0137,True,[],1.0,0.0,0.0,0.0,0.1,0.0
childes_normarjo_target_0145_0184,True,[],1.0,0.5,1.0,0.6666666666666666,0.025,1.0
childes_normelis_target_0000_0039,True,[],0.975,0.5,0.5,0.5,0.2,1.0
childes_normelis_target_0004_0043,True,[],1.0,0.3333333333333333,0.2727272727272727,0.3,0.3,1.0
childes_normelis_target_0014_0053,True,[],0.925,0.5384615384615384,0.7777777777777778,0.6363636363636364,0.15,1.0
childes_normered_target_0000_0039,True,[],1.0,0.7272727272727273,1.0,0.8421052631578948,0.075,1.0
childes_normered_target_0097_0136,True,[],1.0,0.0,0.0,0.0,0.075,0.0
childes_nortrevo_target_0012_0051,True,[],0.75,0.0,0.0,0.0,0.4,0.0
childes_nortrevo_target_0015_0054,True,[],1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.2,1.0
childes_nortrevo_target_0095_0134,True,[],1.0,0.4,0.14285714285714285,0.21052631578947364,0.275,1.0
childes_olivia_0000_0039,True,[],0.975,0.0,0.0,0.0,0.2,0.0
childes_olivia_0040_0079,True,[],1.0,0.0,0.0,0.0,0.45,0.0
childes_paula_0000_0039,True,[],0.975,0.4,0.4,0.4000000000000001,0.15,1.0
childes_paula_0040_0079,True,[],1.0,0.2857142857142857,0.3333333333333333,0.30769230769230765,0.075,1.0
childes_pete_0000_0039,True,[],1.0,0.3333333333333333,1.0,0.5,0.05,1.0
childes_pete_0040_0079,True,[],0.875,0.0,0.0,0.0,0.175,0.0
childes_ruth_0000_0039,True,[],1.0,0.0,0.0,0.0,0.3,0.0
childes_ruth_0040_0079,True,[],1.0,0.16666666666666666,0.2222222222222222,0.1904761904761905,0.425,1.0
childes_steve_0000_0039,True,[],1.0,0.0,0.0,0.0,0.15,0.0
childes_steve_0040_0079,True,[],1.0,0.2,0.15384615384615385,0.17391304347826086,0.375,1.0
childes_sue_0000_0039,True,[],1.0,0.6,1.0,0.7499999999999999,0.2,1.0
childes_sue_0040_0079,True,[],1.0,0.0,0.0,0.0,0.325,0.0
childes_tom_0000_0039,True,[],0.95,0.36363636363636365,0.26666666666666666,0.30769230769230765,0.3,1.0
childes_tom_0040_0079,True,[],1.0,0.5555555555555556,0.625,0.5882352941176471,0.175,1.0
childes_vicki_0000_0039,True,[],1.0,0.0,0.0,0.0,0.1,0.0
childes_wanda_0000_0039,True,[],0.9,0.7,0.875,0.7777777777777777,0.1,0.8571428571428571
childes_wanda_0040_0079,True,[],1.0,0.2857142857142857,0.3076923076923077,0.29629629629629634,0.475,1.0
