window_id,valid,validation_errors,speaker_match,event_count_precision,event_count_recall,event_count_f1,event_count_mae,event_attribution_accuracy
childes_betty_0040_0079,True,[],1.0,0.3333333333333333,1.0,0.5,0.25,1.0
childes_chuck_0000_0039,True,[],1.0,0.6333333333333333,1.0,0.7755102040816326,0.275,1.0
childes_chuck_0040_0079,True,[],1.0,0.36363636363636365,0.4444444444444444,0.39999999999999997,0.4,1.0
childes_doug_0000_0039,True,[],1.0,0.42857142857142855,0.8571428571428571,0.5714285714285714,0.225,1.0
childes_ed_0000_0039,True,[],1.0,0.2608695652173913,0.46153846153846156,0.33333333333333337,0.55,1.0
childes_ed_0040_0079,True,[],1.0,0.391304347826087,1.0,0.5625,0.35,1.0
childes_frank_0000_0039,True,[],1.0,0.3333333333333333,0.8333333333333334,0.47619047619047616,0.5,1.0
childes_frank_0040_0079,True,[],1.0,0.4,0.8,0.5333333333333333,0.125,1.0
childes_gloria_0000_0039,True,[],1.0,0.8,0.4444444444444444,0.5714285714285714,0.15,1.0
childes_gloria_0040_0079,True,[],1.0,0.23529411764705882,1.0,0.38095238095238093,0.65,1.0
childes_hank_0000_0039,True,[],1.0,0.25806451612903225,1.0,0.41025641025641024,0.575,1.0
childes_hank_0040_0079,True,[],1.0,0.29411764705882354,1.0,0.45454545454545453,0.3,1.0
childes_ivy_0000_0039,True,[],1.0,0.19047619047619047,0.6666666666666666,0.2962962962962963,0.375,1.0
childes_ivy_0040_0079,True,[],1.0,0.5,0.8571428571428571,0.631578947368421,0.175,1.0
childes_jane_0000_0039,True,[],1.0,0.4444444444444444,0.5714285714285714,0.5,0.05,1.0
childes_jane_0040_0079,True,[],1.0,0.05,1.0,0.09523809523809523,0.475,1.0
childes_jim_0000_0039,True,[],1.0,0.5,0.75,0.6,0.2,1.0
childes_jim_0040_0079,True,[],1.0,0.1875,0.6,0.2857142857142857,0.375,1.0
childes_kathy_0000_0039,True,[],1.0,0.0,0.0,0.0,0.225,0.0
childes_kathy_0040_0079,True,[],1.0,0.6,0.75,0.6666666666666665,0.15,1.0
childes_keith_0000_0039,True,[],1.0,0.29411764705882354,1.0,0.45454545454545453,0.3,1.0
childes_keith_0040_0079,True,[],1.0,0.29411764705882354,0.8333333333333334,0.4347826086956522,0.275,1.0
childes_kent_0000_0039,True,[],1.0,0.3333333333333333,0.8888888888888888,0.48484848484848486,0.425,1.0
childes_kent_0040_0079,True,[],1.0,0.5172413793103449,0.8823529411764706,0.6521739130434783,0.3,1.0
childes_linda_0000_0039,True,[],1.0,0.6206896551724138,0.8571428571428571,0.7200000000000001,0.3,1.0
childes_linda_0040_0079,True,[],1.0,0.7407407407407407,0.9090909090909091,0.8163265306122449,0.175,1.0
childes_mandy_0000_0039,True,[],1.0,0.42857142857142855,1.0,0.6,0.2,1.0
childes_mandy_0040_0079,True,[],1.0,0.5,0.3333333333333333,0.4,0.225,1.0
childes_nan_0000_0039,True,[],1.0,0.42857142857142855,1.0,0.6,0.3,1.0
childes_nan_0040_0079,True,[],1.0,0.4,1.0,0.5714285714285715,0.375,1.0
childes_normarjo_target_0098_0137,True,[],1.0,0.16666666666666666,1.0,0.2857142857142857,0.125,1.0
childes_normarjo_target_0145_0184,True,[],1.0,0.3333333333333333,1.0,0.5,0.05,1.0
childes_normelis_target_0000_0039,True,[],1.0,0.6,0.9,0.7200000000000001,0.175,1.0
childes_normelis_target_0004_0043,True,[],1.0,0.6666666666666666,0.9090909090909091,0.7692307692307692,0.1,1.0
childes_normelis_target_0014_0053,True,[],1.0,0.6,0.6666666666666666,0.631578947368421,0.025,1.0
childes_normered_target_0000_0039,True,[],1.0,0.7272727272727273,1.0,0.8421052631578948,0.075,1.0
childes_normered_target_0097_0136,True,[],1.0,0.5,1.0,0.6666666666666666,0.025,1.0
childes_nortrevo_target_0012_0051,True,[],1.0,0.5555555555555556,0.5555555555555556,0.5555555555555556,0.3,1.0
childes_nortrevo_target_0015_0054,True,[],1.0,0.8,0.6666666666666666,0.7272727272727272,0.225,1.0
childes_nortrevo_target_0095_0134,True,[],1.0,0.7857142857142857,0.7857142857142857,0.7857142857142857,0.1,1.0
childes_olivia_0000_0039,True,[],1.0,0.43478260869565216,1.0,0.6060606060606061,0.325,1.0
childes_olivia_0040_0079,True,[],1.0,0.5,1.0,0.6666666666666666,0.35,1.0
childes_paula_0000_0039,True,[],1.0,0.2631578947368421,1.0,0.4166666666666667,0.35,1.0
childes_paula_0040_0079,True,[],1.0,0.21428571428571427,0.5,0.3,0.2,1.0
childes_pete_0000_0039,True,[],1.0,0.058823529411764705,1.0,0.1111111111111111,0.4,1.0
childes_pete_0040_0079,True,[],1.0,0.3181818181818182,1.0,0.4827586206896552,0.375,1.0
childes_ruth_0000_0039,True,[],1.0,0.16666666666666666,0.75,0.27272727272727276,0.4,1.0
childes_ruth_0040_0079,True,[],1.0,0.38461538461538464,0.5555555555555556,0.4545454545454546,0.3,1.0
childes_steve_0000_0039,True,[],1.0,0.42857142857142855,1.0,0.6,0.2,1.0
childes_steve_0040_0079,True,[],1.0,0.46153846153846156,0.9230769230769231,0.6153846153846155,0.375,1.0
childes_sue_0000_0039,True,[],1.0,0.14814814814814814,0.3333333333333333,0.20512820512820512,0.425,1.0
childes_sue_0040_0079,True,[],1.0,0.25,0.8571428571428571,0.3870967741935483,0.475,1.0
childes_tom_0000_0039,True,[],1.0,0.625,1.0,0.7692307692307693,0.225,1.0
childes_tom_0040_0079,True,[],1.0,0.2413793103448276,0.875,0.3783783783783784,0.575,1.0
childes_vicki_0000_0039,True,[],1.0,0.4,1.0,0.5714285714285715,0.15,1.0
childes_wanda_0000_0039,True,[],1.0,0.4666666666666667,0.875,0.608695652173913,0.225,1.0
childes_wanda_0040_0079,True,[],1.0,0.6923076923076923,0.6923076923076923,0.6923076923076923,0.2,1.0
