window_id,valid,validation_errors,speaker_match,event_count_precision,event_count_recall,event_count_f1,event_count_mae,event_attribution_accuracy
childes_ed_0040_0079,True,[],1.0,0.3888888888888889,0.7777777777777778,0.5185185185185185,0.325,1.0
childes_frank_0000_0039,True,[],1.0,0.0,0.0,0.0,0.525,0.0
childes_frank_0040_0079,True,[],1.0,0.0,0.0,0.0,0.15,0.0
childes_gloria_0000_0039,True,[],1.0,0.0,0.0,0.0,0.225,0.0
childes_gloria_0040_0079,True,[],1.0,0.3076923076923077,1.0,0.47058823529411764,0.45,1.0
childes_hank_0000_0039,True,[],1.0,0.25925925925925924,0.875,0.39999999999999997,0.475,1.0
childes_hank_0040_0079,True,[],1.0,0.21739130434782608,1.0,0.3571428571428571,0.45,1.0
childes_ivy_0000_0039,True,[],1.0,0.19047619047619047,0.6666666666666666,0.2962962962962963,0.425,1.0
childes_ivy_0040_0079,True,[],1.0,0.5,1.0,0.6666666666666666,0.175,1.0
childes_jane_0000_0039,True,[],1.0,0.20689655172413793,0.8571428571428571,0.33333333333333326,0.55,1.0
childes_jane_0040_0079,True,[],1.0,0.0,0.0,0.0,0.025,0.0
childes_jim_0000_0039,True,[],1.0,0.32,1.0,0.48484848484848486,0.425,1.0
childes_jim_0040_0079,True,[],1.0,0.23076923076923078,0.6,0.33333333333333337,0.3,1.0
childes_kathy_0000_0039,True,[],1.0,0.19047619047619047,0.6666666666666666,0.2962962962962963,0.425,1.0
childes_kathy_0040_0079,True,[],1.0,0.42857142857142855,0.75,0.5454545454545454,0.25,1.0
childes_keith_0000_0039,True,[],1.0,0.2857142857142857,0.8,0.4210526315789473,0.275,1.0
childes_keith_0040_0079,True,[],1.0,0.29411764705882354,0.8333333333333334,0.4347826086956522,0.275,1.0
childes_kent_0000_0039,True,[],1.0,0.36,1.0,0.5294117647058824,0.4,1.0
childes_kent_0040_0079,True,[],1.0,0.5483870967741935,1.0,0.7083333333333333,0.35,1.0
childes_linda_0000_0039,True,[],1.0,0.7241379310344828,1.0,0.8400000000000001,0.2,1.0
childes_linda_0040_0079,True,[],1.0,0.7407407407407407,0.9090909090909091,0.8163265306122449,0.175,1.0
childes_mandy_0000_0039,True,[],1.0,0.2857142857142857,0.3333333333333333,0.30769230769230765,0.225,1.0
childes_mandy_0040_0079,True,[],1.0,0.0,0.0,0.0,0.25,0.0
childes_nan_0000_0039,True,[],1.0,0.42857142857142855,1.0,0.6,0.3,1.0
childes_nan_0040_0079,True,[],1.0,0.36,0.9,0.5142857142857143,0.375,1.0
childes_normarjo_target_0098_0137,True,[],1.0,0.16666666666666666,1.0,0.2857142857142857,0.125,1.0
childes_normarjo_target_0145_0184,True,[],1.0,0.3333333333333333,1.0,0.5,0.05,1.0
childes_normelis_target_0000_0039,True,[],1.0,0.7142857142857143,1.0,0.8333333333333333,0.1,1.0
childes_normelis_target_0004_0043,True,[],1.0,0.6111111111111112,1.0,0.7586206896551725,0.175,1.0
childes_normelis_target_0014_0053,True,[],1.0,0.6153846153846154,0.8888888888888888,0.7272727272727274,0.1,1.0
childes_normered_target_0000_0039,True,[],1.0,0.6153846153846154,1.0,0.761904761904762,0.125,1.0
childes_normered_target_0097_0136,True,[],1.0,0.25,1.0,0.4,0.075,1.0
childes_nortrevo_target_0012_0051,True,[],1.0,0.6,0.5,0.5454545454545454,0.325,1.0
childes_nortrevo_target_0015_0054,True,[],1.0,0.6842105263157895,0.7222222222222222,0.7027027027027027,0.225,1.0
childes_nortrevo_target_0095_0134,True,[],1.0,0.8333333333333334,0.7142857142857143,0.7692307692307692,0.1,1.0
childes_olivia_0000_0039,True,[],1.0,0.38461538461538464,1.0,0.5555555555555556,0.4,1.0
childes_olivia_0040_0079,True,[],1.0,0.36,0.6428571428571429,0.4615384615384615,0.425,1.0
childes_paula_0000_0039,True,[],1.0,0.45454545454545453,1.0,0.625,0.15,1.0
childes_paula_0040_0079,True,[],1.0,0.25,0.6666666666666666,0.36363636363636365,0.35,1.0
childes_pete_0000_0039,True,[],1.0,0.14285714285714285,1.0,0.25,0.15,1.0
childes_pete_0040_0079,True,[],1.0,0.0,0.0,0.0,0.2,0.0
childes_ruth_0000_0039,True,[],1.0,0.2222222222222222,1.0,0.3636363636363636,0.35,1.0
childes_ruth_0040_0079,True,[],1.0,0.2631578947368421,0.5555555555555556,0.35714285714285715,0.45,1.0
childes_steve_0000_0039,True,[],1.0,0.0,0.0,0.0,0.175,0.0
childes_steve_0040_0079,True,[],1.0,0.48,0.9230769230769231,0.631578947368421,0.35,1.0
childes_sue_0000_0039,True,[],1.0,0.4166666666666667,0.8333333333333334,0.5555555555555556,0.3,1.0
childes_sue_0040_0079,True,[],1.0,0.2222222222222222,0.8571428571428571,0.35294117647058826,0.55,1.0
childes_tom_0000_0039,True,[],1.0,0.25,0.4,0.3076923076923077,0.625,1.0
childes_tom_0040_0079,True,[],1.0,0.25925925925925924,0.875,0.39999999999999997,0.525,1.0
childes_vicki_0000_0039,True,[],1.0,0.0,0.0,0.0,0.125,0.0
childes_wanda_0000_0039,True,[],1.0,0.7,0.875,0.7777777777777777,0.1,1.0
childes_wanda_0040_0079,True,[],1.0,0.5294117647058824,0.6923076923076923,0.5999999999999999,0.3,1.0
