window_id,valid,validation_errors,speaker_match,event_count_precision,event_count_recall,event_count_f1,event_count_mae,event_attribution_accuracy
childes_chuck_0000_0039,True,[],0.55,0.5,0.2631578947368421,0.3448275862068966,0.475,1.0
childes_chuck_0040_0079,True,[],1.0,0.5357142857142857,0.8333333333333334,0.6521739130434783,0.4,1.0
childes_doug_0000_0039,True,[],0.725,0.5833333333333334,1.0,0.7368421052631579,0.125,0.625
childes_ed_0000_0039,True,[],1.0,0.4,0.6153846153846154,0.4848484848484849,0.425,1.0
childes_ed_0040_0079,True,[],1.0,0.4117647058823529,0.7777777777777778,0.5384615384615384,0.25,1.0
childes_frank_0000_0039,True,[],1.0,0.32,0.6666666666666666,0.43243243243243246,0.475,1.0
childes_frank_0040_0079,True,[],1.0,0.2777777777777778,1.0,0.4347826086956522,0.325,1.0
childes_gloria_0000_0039,True,[],1.0,0.23809523809523808,0.5555555555555556,0.33333333333333326,0.5,1.0
childes_gloria_0040_0079,True,[],1.0,0.6666666666666666,1.0,0.8,0.1,1.0
childes_hank_0000_0039,True,[],0.575,0.2962962962962963,1.0,0.45714285714285713,0.475,1.0
childes_hank_0040_0079,True,[],1.0,0.23809523809523808,1.0,0.3846153846153846,0.4,1.0
childes_ivy_0000_0039,True,[],0.6,0.3157894736842105,1.0,0.4799999999999999,0.325,0.5
childes_ivy_0040_0079,True,[],1.0,1.0,1.0,1.0,0.0,1.0
childes_jane_0000_0039,True,[],0.55,0.16129032258064516,0.7142857142857143,0.2631578947368421,0.65,1.0
childes_jane_0040_0079,True,[],0.6,0.0,0.0,0.0,0.05,0.0
childes_jim_0000_0039,True,[],0.625,0.23809523809523808,0.625,0.3448275862068965,0.425,1.0
childes_jim_0040_0079,True,[],1.0,0.14285714285714285,0.8,0.24242424242424243,0.575,1.0
childes_kathy_0000_0039,True,[],0.6,0.2222222222222222,0.6666666666666666,0.3333333333333333,0.4,0.0
childes_kathy_0040_0079,True,[],0.5,0.2222222222222222,1.0,0.3636363636363636,0.7,0.6
childes_keith_0000_0039,True,[],1.0,0.11538461538461539,0.6,0.1935483870967742,0.625,1.0
childes_keith_0040_0079,True,[],1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.05,1.0
childes_kent_0000_0039,True,[],0.575,0.375,0.3333333333333333,0.35294117647058826,0.275,1.0
childes_kent_0040_0079,True,[],1.0,0.25,0.4117647058823529,0.3111111111111111,0.625,1.0
childes_linda_0000_0039,True,[],0.55,0.5294117647058824,0.42857142857142855,0.4736842105263158,0.35,0.7777777777777778
childes_linda_0040_0079,True,[],1.0,0.5,0.5,0.5,0.5,1.0
childes_mandy_0000_0039,True,[],1.0,0.16666666666666666,1.0,0.2857142857142857,0.75,1.0
childes_mandy_0040_0079,True,[],0.55,0.3333333333333333,1.0,0.5,0.45,0.5555555555555556
childes_nan_0000_0039,True,[],1.0,0.0,0.0,0.0,0.65,0.0
childes_nan_0040_0079,True,[],1.0,0.2222222222222222,0.4,0.2857142857142857,0.5,1.0
childes_normarjo_target_0098_0137,True,[],0.775,0.0,0.0,0.0,0.75,0.0
childes_normarjo_target_0145_0184,True,[],0.625,0.07142857142857142,1.0,0.13333333333333333,0.325,1.0
childes_normelis_target_0000_0039,True,[],1.0,0.6363636363636364,0.7,0.6666666666666666,0.125,1.0
childes_normelis_target_0004_0043,True,[],0.575,0.5263157894736842,0.9090909090909091,0.6666666666666666,0.2,1.0
childes_normelis_target_0014_0053,True,[],0.575,0.2962962962962963,0.8888888888888888,0.4444444444444444,0.45,1.0
childes_normered_target_0000_0039,True,[],1.0,0.7272727272727273,1.0,0.8421052631578948,0.075,1.0
childes_normered_target_0097_0136,True,[],1.0,0.0,0.0,0.0,0.1,0.0
childes_nortrevo_target_0012_0051,True,[],0.525,0.5714285714285714,0.6666666666666666,0.6153846153846153,0.175,1.0
childes_nortrevo_target_0015_0054,True,[],0.525,0.7058823529411765,0.6666666666666666,0.6857142857142857,0.225,1.0
childes_nortrevo_target_0095_0134,True,[],0.525,0.8,0.8571428571428571,0.8275862068965518,0.025,1.0
childes_olivia_0000_0039,True,[],0.55,0.47368421052631576,0.9,0.6206896551724138,0.225,0.6666666666666666
childes_olivia_0040_0079,True,[],0.575,0.47058823529411764,0.5714285714285714,0.5161290322580646,0.375,0.75
childes_paula_0000_0039,True,[],1.0,0.5,1.0,0.6666666666666666,0.125,1.0
childes_paula_0040_0079,True,[],1.0,0.3076923076923077,0.6666666666666666,0.42105263157894735,0.275,1.0
childes_pete_0000_0039,True,[],0.7,0.06666666666666667,1.0,0.125,0.35,1.0
childes_pete_0040_0079,True,[],0.65,0.21875,1.0,0.358974358974359,0.625,1.0
childes_ruth_0000_0039,True,[],1.0,0.2,1.0,0.33333333333333337,0.4,1.0
childes_ruth_0040_0079,True,[],0.55,0.45454545454545453,0.5555555555555556,0.5,0.25,0.6
childes_steve_0000_0039,True,[],0.475,0.5,1.0,0.6666666666666666,0.15,1.0
childes_steve_0040_0079,True,[],0.5,0.2,0.15384615384615385,0.17391304347826086,0.475,0.0
childes_sue_0000_0039,True,[],1.0,0.7142857142857143,0.4166666666666667,0.5263157894736842,0.225,1.0
childes_sue_0040_0079,True,[],0.575,0.0,0.0,0.0,0.4,0.0
childes_tom_0000_0039,True,[],1.0,0.2619047619047619,0.7333333333333333,0.38596491228070173,0.775,1.0
childes_tom_0040_0079,True,[],1.0,0.16129032258064516,0.625,0.2564102564102564,0.725,1.0
childes_vicki_0000_0039,True,[],0.525,0.25,0.5,0.3333333333333333,0.1,0.5
childes_wanda_0000_0039,True,[],1.0,0.3125,0.625,0.4166666666666667,0.3,1.0
childes_wanda_0040_0079,True,[],1.0,0.5555555555555556,0.38461538461538464,0.4545454545454546,0.3,1.0
